ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_043e-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_043e-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_043e-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_043e-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_043e-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-arrived_gpu_milli
1213,6212,5896300,6212,6634010
1213,6212,5896300,6212,6634820
1213,6212,5896300,6212,6635280
1213,6212,5896300,6212,6636090
1213,6212,5896300,6212,6637090
1213,6212,5896300,6212,6638090
1213,6212,5896300,6212,6638740
1213,6212,5896300,6212,6639740
1213,6212,5896300,6212,6640740
1213,6212,5896300,6212,6641740
1213,6212,5896300,6212,6642200
1213,6212,5896300,6212,6642200
1213,6212,5896300,6212,6642520
1213,6212,5896300,6212,6643170
1213,6212,5896300,6212,6644170
1213,6212,5896300,6212,6644170
1213,6212,5896300,6212,6644980
1213,6212,5896300,6212,6644980
1213,6212,5896620,6212,6645300
1213,6212,5896620,6212,6646110
1213,6212,5896620,6212,6647110
1213,6212,5896620,6212,6647760
1213,6212,5896620,6212,6648570
1213,6212,5896620,6212,6649040
1213,6212,5896620,6212,6650040
1213,6212,5896620,6212,6650690
1213,6212,5896620,6212,6651010
1213,6212,5896620,6212,6651820
1213,6212,5896620,6212,6652820
1213,6212,5896620,6212,6653820
1213,6212,5896620,6212,6654050
1213,6212,5896620,6212,6654860
1213,6212,5896620,6212,6655860
1213,6212,5896620,6212,6655860
1213,6212,5896620,6212,6655860
1213,6212,5896620,6212,6656860
1213,6212,5896620,6212,6657670
1213,6212,5896620,6212,6658140
1213,6212,5896620,6212,6658950
1213,6212,5896620,6212,6659950
1213,6212,5896620,6212,6660950
1213,6212,5896620,6212,6661760
1213,6212,5896620,6212,6662760
1213,6212,5896620,6212,6663760
1213,6212,5896620,6212,6664760
1213,6212,5896620,6212,6665230
1213,6212,5896620,6212,6665230
1213,6212,5896620,6212,6666230
1213,6212,5896620,6212,6667230
1213,6212,5896620,6212,6668230
1213,6212,5896620,6212,6669230
1213,6212,5896620,6212,6669700
1213,6212,5896620,6212,6670700
1213,6212,5896620,6212,6671700
1213,6212,5896620,6212,6672510
1213,6212,5896620,6212,6673510
1213,6212,5896620,6212,6674510
1213,6212,5896620,6212,6675510
1213,6212,5896620,6212,6676160
1213,6212,5896620,6212,6676970
1213,6212,5896620,6212,6677290
1213,6212,5896620,6212,6678100
1213,6212,5896620,6212,6678570
1213,6212,5896620,6212,6679570
1213,6212,5896620,6212,6680380
1213,6212,5896620,6212,6681380
1213,6212,5896620,6212,6681850
1213,6212,5896620,6212,6682850
1213,6212,5896620,6212,6682850
1213,6212,5896620,6212,6683170
1213,6212,5896780,6212,6683330
1213,6212,5896780,6212,6684330
1213,6212,5896780,6212,6685330
1213,6212,5896780,6212,6685330
1213,6212,5896780,6212,6685330
1213,6212,5896780,6212,6686330
1213,6212,5896780,6212,6687330
1213,6212,5896780,6212,6687330
1213,6212,5896780,6212,6688140
1213,6212,5896780,6212,6689140
1213,6212,5896780,6212,6690140
1213,6212,5896780,6212,6691140
1213,6212,5896780,6212,6691610
1213,6212,5896780,6212,6692610
1213,6212,5896780,6212,6693160
1213,6212,5896780,6212,6693480
1213,6212,5896780,6212,6694480
1213,6212,5896780,6212,6695290
1213,6212,5896780,6212,6695610
1213,6212,5896780,6212,6696610
1213,6212,5896780,6212,6696610
1213,6212,5896780,6212,6697610
1213,6212,5896780,6212,6697840
1213,6212,5896780,6212,6698650
1213,6212,5896780,6212,6699460
1213,6212,5896780,6212,6700460
1213,6212,5896780,6212,6701460
1213,6212,5896780,6212,6702460
1213,6212,5896780,6212,6703270
1213,6212,5896780,6212,6704270
1213,6212,5896780,6212,6704740
1213,6212,5896780,6212,6705550
1213,6212,5896780,6212,6706020
1213,6212,5896780,6212,6707020
1213,6212,5896780,6212,6708020
1213,6212,5896780,6212,6709020
1213,6212,5896780,6212,6710020
1213,6212,5896780,6212,6710570
1213,6212,5896780,6212,6711570
1213,6212,5896780,6212,6712040
1213,6212,5896780,6212,6713040
1213,6212,5896780,6212,6713850
1213,6212,5896780,6212,6714850
1213,6212,5896780,6212,6715850
1213,6212,5896780,6212,6716850
1213,6212,5896780,6212,6717850
1213,6212,5896780,6212,6718850
1213,6212,5896780,6212,6719850
1213,6212,5896780,6212,6720850
1213,6212,5896780,6212,6721850
1213,6212,5896780,6212,6722850
1213,6212,5896780,6212,6723850
1213,6212,5896780,6212,6724440
1213,6212,5896780,6212,6725440
1213,6212,5896780,6212,6726440
1213,6212,5896780,6212,6726910
1213,6212,5896780,6212,6727910
1213,6212,5896780,6212,6728910
1213,6212,5896780,6212,6729720
1213,6212,5896780,6212,6730720
1213,6212,5896780,6212,6731530
1213,6212,5896780,6212,6732530
1213,6212,5896780,6212,6733530
1213,6212,5896940,6212,6733690
1213,6212,5896940,6212,6734690
1213,6212,5896940,6212,6735690
1213,6212,5896940,6212,6736690
1213,6212,5896940,6212,6737690
1213,6212,5896940,6212,6738690
1213,6212,5896940,6212,6739160
1213,6212,5896940,6212,6739160
1213,6212,5896940,6212,6739970
1213,6212,5896940,6212,6740620
1213,6212,5896940,6212,6741620
1213,6212,5896940,6212,6742090
1213,6212,5896940,6212,6742560
1213,6212,5896940,6212,6743030
1213,6212,5896940,6212,6744030
1213,6212,5896940,6212,6745030
1213,6212,5896940,6212,6745500
1213,6212,5896940,6212,6746500
1213,6212,5896940,6212,6746970
1213,6212,5896940,6212,6747970
1213,6212,5896940,6212,6748970
1213,6212,5896940,6212,6749970
1213,6212,5896940,6212,6750970
1213,6212,5896940,6212,6751440
1213,6212,5896940,6212,6752440
1213,6212,5897100,6212,6752600
1213,6212,5897100,6212,6753600
1213,6212,5897100,6212,6754600
1213,6212,5897100,6212,6755070
1213,6212,5897100,6212,6755070
1213,6212,5897100,6212,6755070
1213,6212,5897100,6212,6756070
1213,6212,5897100,6212,6757070
1213,6212,5897100,6212,6757720
1213,6212,5897100,6212,6758720
1213,6212,5897100,6212,6759180
1213,6212,5897100,6212,6759990
1213,6212,5897100,6212,6760800
1213,6212,5897100,6212,6761450
1213,6212,5897100,6212,6762450
1213,6212,5897100,6212,6763450
1213,6212,5897100,6212,6764450
1213,6212,5897100,6212,6764770
1213,6212,5897100,6212,6765770
1213,6212,5897100,6212,6766580
1213,6212,5897100,6212,6766580
1213,6212,5897260,6212,6766740
1213,6212,5897260,6212,6767740
1213,6212,5897260,6212,6768740
1213,6212,5897260,6212,6769740
1213,6212,5897420,6212,6769900
1213,6212,5897420,6212,6770130
1213,6212,5897420,6212,6770780
1213,6212,5897420,6212,6771780
1213,6212,5897420,6212,6772250
1213,6212,5897420,6212,6773250
1213,6212,5897420,6212,6774250
1213,6212,5897420,6212,6775060
1213,6212,5897420,6212,6775530
1213,6212,5897420,6212,6776000
1213,6212,5897420,6212,6777000
1213,6212,5897420,6212,6778000
1213,6212,5897420,6212,6778230
1213,6212,5897420,6212,6779230
1213,6212,5897420,6212,6780230
1213,6212,5897420,6212,6781230
1213,6212,5897420,6212,6781690
1213,6212,5897420,6212,6782690
1213,6212,5897420,6212,6783500
1213,6212,5897420,6212,6783970
1213,6212,5897420,6212,6784970
1213,6212,5897420,6212,6785290
1213,6212,5897420,6212,6786290
1213,6212,5897420,6212,6787100
1213,6212,5897420,6212,6787690
1213,6212,5897420,6212,6788500
1213,6212,5897420,6212,6789310
1213,6212,5897420,6212,6790310
1213,6212,5897420,6212,6791310
1213,6212,5897420,6212,6792120
1213,6212,5897420,6212,6793120
1213,6212,5897420,6212,6794120
1213,6212,5897420,6212,6795120
1213,6212,5897420,6212,6795590
1213,6212,5897420,6212,6796060
1213,6212,5897420,6212,6797060
1213,6212,5897420,6212,6798060
1213,6212,5897420,6212,6799060
1213,6212,5897580,6212,6799220
1213,6212,5897580,6212,6800220
1213,6212,5897580,6212,6801220
1213,6212,5897580,6212,6802220
1213,6212,5897580,6212,6803220
1213,6212,5897580,6212,6804030
1213,6212,5897580,6212,6804840
1213,6212,5897580,6212,6805840
1213,6212,5897580,6212,6806840
1213,6212,5897580,6212,6807840
1213,6212,5897580,6212,6808650
1213,6212,5897580,6212,6809650
1213,6212,5897580,6212,6810120
1213,6212,5897580,6212,6810120
1213,6212,5897580,6212,6810580
1213,6212,5897740,6212,6810740
1213,6212,5897740,6212,6811210
1213,6212,5897900,6212,6811370
1213,6212,5897900,6212,6812370
1213,6212,5897900,6212,6812740
1213,6212,5897900,6212,6813740
1213,6212,5897900,6212,6814550
1213,6212,5897900,6212,6815550
1213,6212,5897900,6212,6816020
1213,6212,5897900,6212,6816830
1213,6212,5897900,6212,6817830
1213,6212,5897900,6212,6818480
1213,6212,5898060,6212,6818640
1213,6212,5898060,6212,6818960
1213,6212,5898060,6212,6819770
1213,6212,5898060,6212,6820770
1213,6212,5898060,6212,6821770
1213,6212,5898060,6212,6822770
1213,6212,5898060,6212,6823770
1213,6212,5898110,6212,6823820
1213,6212,5898110,6212,6824820
1213,6212,5898110,6212,6825040
1213,6212,5898110,6212,6826040
1213,6212,5898110,6212,6826040
1213,6212,5898110,6212,6826270
1213,6212,5898110,6212,6826270
1213,6212,5898110,6212,6827270
1213,6212,5898110,6212,6828270
1213,6212,5898110,6212,6829080
1213,6212,5898110,6212,6830080
1213,6212,5898110,6212,6830550
1213,6212,5898110,6212,6830870
1213,6212,5898110,6212,6831340
1213,6212,5898110,6212,6832340
1213,6212,5898110,6212,6833340
1213,6212,5898110,6212,6834150
1213,6212,5898110,6212,6835150
1213,6212,5898110,6212,6836150
1213,6212,5898110,6212,6837150
1213,6212,5898110,6212,6837960
1213,6212,5898110,6212,6838770
1213,6212,5898110,6212,6839770
1213,6212,5898110,6212,6840770
1213,6212,5898110,6212,6841000
1213,6212,5898110,6212,6842000
1213,6212,5898110,6212,6842810
1213,6212,5898110,6212,6843620
1213,6212,5898110,6212,6844430
1213,6212,5898110,6212,6844430
1213,6212,5898110,6212,6844750
1213,6212,5898110,6212,6845750
1213,6212,5898110,6212,6846750
1213,6212,5898110,6212,6847750
1213,6212,5898110,6212,6848750
1213,6212,5898110,6212,6848980
1213,6212,5898110,6212,6849980
1213,6212,5898110,6212,6850980
1213,6212,5898110,6212,6851630
1213,6212,5898110,6212,6852630
1213,6212,5899110,6212,6853630
1213,6212,5899110,6212,6854180
1213,6212,5899110,6212,6854990
1213,6212,5899110,6212,6855990
1213,6212,5899110,6212,6856990
1213,6212,5899110,6212,6857990
1213,6212,5899110,6212,6858800
1213,6212,5899110,6212,6858800
1213,6212,5899110,6212,6859800
1213,6212,5899110,6212,6860800
1213,6212,5899110,6212,6861270
1213,6212,5899110,6212,6862270
1213,6212,5899110,6212,6863270
1213,6212,5899110,6212,6864270
1213,6212,5899110,6212,6872270
1213,6212,5899110,6212,6873270
1213,6212,5899110,6212,6873740
1213,6212,5899110,6212,6873740
1213,6212,5899110,6212,6874550
1213,6212,5899110,6212,6875550
1213,6212,5899110,6212,6876550
1213,6212,5899110,6212,6876780
1213,6212,5899110,6212,6877780
1213,6212,5899110,6212,6877780
1213,6212,5899110,6212,6878780
1213,6212,5899110,6212,6879780
1213,6212,5899110,6212,6880780
1213,6212,5899110,6212,6881590
1213,6212,5899110,6212,6882590
1213,6212,5899110,6212,6883590
1213,6212,5899110,6212,6884060
1213,6212,5899110,6212,6885060
1213,6212,5899110,6212,6886060
1213,6212,5899110,6212,6886870
1213,6212,5899110,6212,6887870
1213,6212,5899110,6212,6888870
1213,6212,5899110,6212,6889870
1213,6212,5899110,6212,6890870
1213,6212,5899110,6212,6891870
1213,6212,5899110,6212,6892870
1213,6212,5899110,6212,6893870
1213,6212,5899110,6212,6894870
1213,6212,5899110,6212,6895680
1213,6212,5899110,6212,6896150
1213,6212,5899110,6212,6897150
1213,6212,5899110,6212,6897960
1213,6212,5899110,6212,6898430
1213,6212,5899110,6212,6899430
1213,6212,5899110,6212,6900430
1213,6212,5899110,6212,6901430
1213,6212,5899110,6212,6902240
1213,6212,5899110,6212,6903050
1213,6212,5899110,6212,6903520
1213,6212,5899110,6212,6904330
1213,6212,5899110,6212,6905330
1213,6212,5899110,6212,6906330
1213,6212,5899110,6212,6907330
1213,6212,5899110,6212,6908330
1213,6212,5899110,6212,6909330
1213,6212,5899110,6212,6910330
1213,6212,5899110,6212,6911140
1213,6212,5899110,6212,6911140
1213,6212,5899430,6212,6911460
1213,6212,5899430,6212,6912270
1213,6212,5899430,6212,6913080
1213,6212,5899430,6212,6913890
1213,6212,5899430,6212,6914210
1213,6212,5899430,6212,6915210
1213,6212,5899430,6212,6915680
1213,6212,5899430,6212,6916680
1213,6212,5899430,6212,6917680
1213,6212,5899430,6212,6918150
1213,6212,5899430,6212,6918620
1213,6212,5899430,6212,6918620
1213,6212,5899430,6212,6919090
1213,6212,5899430,6212,6920090
1213,6212,5899430,6212,6921090
1213,6212,5899430,6212,6922090
1213,6212,5899430,6212,6922900
1213,6212,5899430,6212,6923370
1213,6212,5899430,6212,6923370
1213,6212,5899430,6212,6923690
1213,6212,5899430,6212,6924160
1213,6212,5899430,6212,6925160
1213,6212,5899430,6212,6926160
1213,6212,5899430,6212,6927160
1213,6212,5899430,6212,6927160
1213,6212,5899430,6212,6928160
1213,6212,5899430,6212,6928630
1213,6212,5899430,6212,6929630
1213,6212,5899430,6212,6930630
1213,6212,5899430,6212,6931630
1213,6212,5899430,6212,6932630
1213,6212,5899430,6212,6933630
1213,6212,5899430,6212,6933630
1213,6212,5899430,6212,6934630
1213,6212,5899430,6212,6935630
1213,6212,5899430,6212,6936100
1213,6212,5899430,6212,6936100
1213,6212,5899430,6212,6936910
1213,6212,5899430,6212,6937720
1213,6212,5899430,6212,6938190
1213,6212,5899430,6212,6938510
1213,6212,5899430,6212,6939060
1213,6212,5899430,6212,6939290
1213,6212,5899430,6212,6939520
1213,6212,5899430,6212,6940110
1213,6212,5899430,6212,6940580
1213,6212,5899430,6212,6940810
1213,6212,5899430,6212,6941280
1213,6212,5899430,6212,6941930
1213,6212,5899430,6212,6942930
1213,6212,5899430,6212,6943930
1213,6212,5899430,6212,6944740
1213,6212,5899430,6212,6945740
1213,6212,5899430,6212,6953740
1213,6212,5899430,6212,6954390
1213,6212,5899430,6212,6954870
1213,6212,5899430,6212,6954870
1213,6212,5899430,6212,6955870
1213,6212,5899430,6212,6956870
1213,6212,5899430,6212,6957870
1213,6212,5899430,6212,6958870
1213,6212,5899430,6212,6959870
1213,6212,5899430,6212,6960340
1213,6212,5899430,6212,6960990
1213,6212,5899430,6212,6961990
1213,6212,5899430,6212,6962990
1213,6212,5899430,6212,6963990
1213,6212,5899430,6212,6964800
1213,6212,5899430,6212,6965800
1213,6212,5899430,6212,6966610
1213,6212,5899430,6212,6966830
1213,6212,5899430,6212,6966830
1213,6212,5899430,6212,6967300
1213,6212,5899430,6212,6968300
1213,6212,5899430,6212,6969300
1213,6212,5899430,6212,6970300
1213,6212,5899430,6212,6971300
1213,6212,5899430,6212,6971850
1213,6212,5899430,6212,6972850
1213,6212,5899430,6212,6972850
1213,6212,5899430,6212,6973080
1213,6212,5899430,6212,6973630
1213,6212,5899430,6212,6974280
1213,6212,5899430,6212,6975280
1213,6212,5899430,6212,6975750
1213,6212,5899430,6212,6976560
1213,6212,5899430,6212,6977560
1213,6212,5899430,6212,6978560
1213,6212,5899430,6212,6979560
1213,6212,5899430,6212,6980030
1213,6212,5899430,6212,6981030
1213,6212,5899430,6212,6981680
1213,6212,5899430,6212,6982680
1213,6212,5899430,6212,6983330
1213,6212,5899430,6212,6984330
1213,6212,5899430,6212,6984800
1213,6212,5899430,6212,6985800
1213,6212,5899430,6212,6986800
1213,6212,5899430,6212,6987610
1213,6212,5899430,6212,6988610
1213,6212,5899430,6212,6989420
1213,6212,5899430,6212,6990420
1213,6212,5899430,6212,6991420
1213,6212,5899430,6212,6992420
1213,6212,5899430,6212,6993420
1213,6212,5899430,6212,6994420
1213,6212,5899430,6212,6994740
1213,6212,5899430,6212,6995550
1213,6212,5899430,6212,6996550
1213,6212,5899430,6212,6997550
1213,6212,5899430,6212,6998550
1213,6212,5899430,6212,6999550
1213,6212,5899430,6212,7000360
1213,6212,5899430,6212,7000590
1213,6212,5899430,6212,7001590
1213,6212,5899430,6212,7002060
1213,6212,5899430,6212,7002060
1213,6212,5899430,6212,7003060
1213,6212,5899430,6212,7003710
1213,6212,5899430,6212,7004710
1213,6212,5899430,6212,7005710
1213,6212,5899430,6212,7006520
1213,6212,5899430,6212,7007520
1213,6212,5899430,6212,7007980
1213,6212,5899430,6212,7008980
1213,6212,5899430,6212,7009790
1213,6212,5899430,6212,7010790
1213,6212,5899430,6212,7011790
1213,6212,5899430,6212,7012790
1213,6212,5899430,6212,7013790
1213,6212,5899430,6212,7014600
1213,6212,5899430,6212,7015600
1213,6212,5899430,6212,7016070
1213,6212,5899430,6212,7016720
1213,6212,5899590,6212,7016880
1213,6212,5899590,6212,7024880
1213,6212,5899590,6212,7025530
1213,6212,5899910,6212,7025850
1213,6212,5899910,6212,7026850
1213,6212,5899910,6212,7027080
1213,6212,5899910,6212,7027890
1213,6212,5899910,6212,7028700
1213,6212,5899910,6212,7029700
1213,6212,5899910,6212,7030170
1213,6212,5899910,6212,7031170
1213,6212,5899910,6212,7032170
1213,6212,5899910,6212,7032980
1213,6212,5899910,6212,7033300
1213,6212,5899910,6212,7033300
1213,6212,5899910,6212,7034300
1213,6212,5899910,6212,7035300
1213,6212,5899910,6212,7036300
1213,6212,5899910,6212,7037300
1213,6212,5899910,6212,7037760
1213,6212,5899910,6212,7037760
1213,6212,5899910,6212,7038570
1213,6212,5899910,6212,7039570
1213,6212,5899910,6212,7040040
1213,6212,5899910,6212,7041040
1213,6212,5899910,6212,7042040
1213,6212,5899910,6212,7043040
1213,6212,5899910,6212,7044040
1213,6212,5899910,6212,7045040
1213,6212,5899910,6212,7045510
1213,6212,5899910,6212,7046320
1213,6212,5899910,6212,7047320
1213,6212,5899910,6212,7048130
1213,6212,5899910,6212,7049130
1213,6212,5899910,6212,7049940
1213,6212,5899910,6212,7050410
1213,6212,5899910,6212,7050880
1213,6212,5899910,6212,7051880
1213,6212,5899910,6212,7052880
1213,6212,5899910,6212,7053690
1213,6212,5899910,6212,7054690
1213,6212,5899910,6212,7055500
1213,6212,5899910,6212,7056500
1213,6212,5899910,6212,7057500
1213,6212,5899910,6212,7058500
1213,6212,5899910,6212,7058970
1213,6212,5899910,6212,7059780
1213,6212,5899910,6212,7060780
1213,6212,5899910,6212,7061780
1213,6212,5899910,6212,7062010
1213,6212,5899910,6212,7063010
1213,6212,5899910,6212,7064010
1213,6212,5899910,6212,7065010
1213,6212,5899910,6212,7073010
1213,6212,5899910,6212,7074010
1213,6212,5899910,6212,7075010
1213,6212,5899910,6212,7076010
1213,6212,5899910,6212,7076660
1213,6212,5899910,6212,7077470
1213,6212,5899910,6212,7077470
1213,6212,5899910,6212,7078470
1213,6212,5899910,6212,7079280
1213,6212,5899910,6212,7080280
1213,6212,5899910,6212,7080750
1213,6212,5899910,6212,7081300
1213,6212,5899910,6212,7082110
1213,6212,5899910,6212,7082580
1213,6212,5899910,6212,7083580
1213,6212,5899910,6212,7084390
1213,6212,5899910,6212,7084860
1213,6212,5899910,6212,7085180
1213,6212,5899910,6212,7086180
1213,6212,5899910,6212,7086990
1213,6212,5899910,6212,7087460
1213,6212,5899910,6212,7088460
1213,6212,5899910,6212,7089460
1213,6212,5899910,6212,7090460
1213,6212,5899910,6212,7091270
1213,6212,5899910,6212,7091920
1213,6212,5899910,6212,7092920
1213,6212,5899910,6212,7093470
1213,6212,5899910,6212,7094470
1213,6212,5899910,6212,7095470
1213,6212,5899910,6212,7096470
1213,6212,5899910,6212,7097470
1213,6212,5899910,6212,7098280
1213,6212,5899910,6212,7099280
1213,6212,5899910,6212,7100280
1213,6212,5899910,6212,7101280
1213,6212,5899910,6212,7101280
1213,6212,5899910,6212,7102280
1213,6212,5899910,6212,7102750
1213,6212,5899910,6212,7103750
1213,6212,5899910,6212,7104750
1213,6212,5899910,6212,7105120
1213,6212,5899910,6212,7105590
1213,6212,5899910,6212,7106590
1213,6212,5899910,6212,7108590
1213,6212,5899910,6212,7109060
1213,6212,5899910,6212,7110060
1213,6212,5899910,6212,7111060
1213,6212,5899910,6212,7112060
1213,6212,5899910,6212,7112530
1213,6212,5899910,6212,7113000
1213,6212,5899910,6212,7114000
1213,6212,5899910,6212,7114000
1213,6212,5899910,6212,7115000
1213,6212,5899910,6212,7115000
1213,6212,5899910,6212,7115230
1213,6212,5899910,6212,7116040
1213,6212,5899910,6212,7116260
1213,6212,5899910,6212,7117260
1213,6212,5899910,6212,7118260
1213,6212,5899910,6212,7119260
1213,6212,5899910,6212,7120260
1213,6212,5899910,6212,7121070
1213,6212,5899910,6212,7122070
1213,6212,5899910,6212,7123070
1213,6212,5899910,6212,7124070
1213,6212,5900070,6212,7124230
1213,6212,5900070,6212,7125230
1213,6212,5900070,6212,7126230
1213,6212,5900070,6212,7127230
1213,6212,5900070,6212,7128230
1213,6212,5900070,6212,7129230
1213,6212,5900070,6212,7129600
1213,6212,5900070,6212,7130600
1213,6212,5900070,6212,7131600
1213,6212,5900070,6212,7132600
1213,6212,5900070,6212,7133600
1213,6212,5900070,6212,7133830
1213,6212,5900070,6212,7134830
1213,6212,5900070,6212,7135830
1213,6212,5900070,6212,7136830
1213,6212,5900070,6212,7137830
1213,6212,5900070,6212,7138480
1213,6212,5900070,6212,7139480
1213,6212,5900070,6212,7140290
1213,6212,5900070,6212,7141290
1213,6212,5900070,6212,7141760
1213,6212,5900070,6212,7142760
1213,6212,5900070,6212,7143230
1213,6212,5900070,6212,7143550
1213,6212,5900070,6212,7143770
1213,6212,5900070,6212,7144770
1213,6212,5900070,6212,7145770
1213,6212,5900070,6212,7146770
1213,6212,5900070,6212,7147320
1213,6212,5900070,6212,7155320
1213,6212,5900070,6212,7155790
1213,6212,5900070,6212,7156790
1213,6212,5900070,6212,7157790
1213,6212,5900070,6212,7158600
1213,6212,5900070,6212,7159600
1213,6212,5900070,6212,7160150
1213,6212,5900070,6212,7161150
1213,6212,5900070,6212,7161150
1213,6212,5900070,6212,7162150
1213,6212,5900070,6212,7162620
1213,6212,5900070,6212,7163430
1213,6212,5900070,6212,7163900
1213,6212,5900070,6212,7164270
1213,6212,5900070,6212,7165270
